,,,,
FSO15 - IR date,,,,
,,,,
,,,,
cm-1,%T,,,
2623,104.76,,,
2622,104.75,,,
2621,104.73,,,
2620,104.71,,,
2619,104.68,,,
2618,104.67,,,
2617,104.67,,,
2616,104.69,,,
2615,104.71,,,
2614,104.74,,,
2613,104.76,,,
2612,104.77,,,
2611,104.78,,,
2610,104.77,,,
2609,104.76,,,
2608,104.74,,,
2607,104.73,,,
2606,104.73,,,
2605,104.73,,,
2604,104.73,,,
2603,104.74,,,
2602,104.77,,,
2601,104.78,,,
2600,104.78,,,
2599,104.78,,,
2598,104.79,,,
2597,104.8,,,
2596,104.8,,,
2595,104.79,,,
2594,104.77,,,
2593,104.76,,,
2592,104.75,,,
2591,104.76,,,
2590,104.78,,,
2589,104.79,,,
2588,104.81,,,
2587,104.81,,,
2586,104.82,,,
2585,104.83,,,
2584,104.85,,,
2583,104.85,,,
2582,104.85,,,
2581,104.84,,,
2580,104.83,,,
2579,104.82,,,
2578,104.82,,,
2577,104.83,,,
2576,104.84,,,
2575,104.85,,,
2574,104.86,,,
2573,104.86,,,
2572,104.87,,,
2571,104.88,,,
2570,104.89,,,
2569,104.9,,,
2568,104.9,,,
2567,104.89,,,
2566,104.89,,,
2565,104.89,,,
2564,104.89,,,
2563,104.9,,,
2562,104.91,,,
2561,104.92,,,
2560,104.92,,,
2559,104.92,,,
2558,104.91,,,
2557,104.92,,,
2556,104.93,,,
2555,104.94,,,
2554,104.93,,,
2553,104.93,,,
2552,104.92,,,
2551,104.93,,,
2550,104.93,,,
2549,104.95,,,
2548,104.96,,,
2547,104.98,,,
2546,104.98,,,
2545,104.98,,,
2544,104.98,,,
2543,104.98,,,
2542,104.99,,,
2541,105,,,
2540,105.01,,,
2539,105.01,,,
2538,105.02,,,
2537,105.03,,,
2536,105.03,,,
2535,105.02,,,
2534,105.02,,,
2533,105.02,,,
2532,105.03,,,
2531,105.03,,,
2530,105.03,,,
2529,105.04,,,
2528,105.05,,,
2527,105.06,,,
2526,105.06,,,
2525,105.05,,,
2524,105.04,,,
2523,105.03,,,
2522,105.03,,,
2521,105.04,,,
2520,105.04,,,
2519,105.04,,,
2518,105.04,,,
2517,105.04,,,
2516,105.05,,,
2515,105.05,,,
2514,105.05,,,
2513,105.05,,,
2512,105.05,,,
2511,105.06,,,
2510,105.07,,,
2509,105.07,,,
2508,105.08,,,
2507,105.08,,,
2506,105.07,,,
2505,105.07,,,
2504,105.06,,,
2503,105.07,,,
2502,105.08,,,
2501,105.09,,,
2500,105.1,,,
2499,105.12,,,
2498,105.12,,,
2497,105.11,,,
2496,105.1,,,
2495,105.09,,,
2494,105.09,,,
2493,105.1,,,
2492,105.11,,,
2491,105.11,,,
2490,105.12,,,
2489,105.11,,,
2488,105.11,,,
2487,105.11,,,
2486,105.12,,,
2485,105.12,,,
2484,105.14,,,
2483,105.15,,,
2482,105.16,,,
2481,105.17,,,
2480,105.17,,,
2479,105.16,,,
2478,105.17,,,
2477,105.18,,,
2476,105.18,,,
2475,105.19,,,
2474,105.19,,,
2473,105.2,,,
2472,105.2,,,
2471,105.2,,,
2470,105.2,,,
2469,105.21,,,
2468,105.22,,,
2467,105.23,,,
2466,105.24,,,
2465,105.24,,,
2464,105.24,,,
2463,105.23,,,
2462,105.23,,,
2461,105.23,,,
2460,105.25,,,
2459,105.26,,,
2458,105.27,,,
2457,105.26,,,
2456,105.26,,,
2455,105.27,,,
2454,105.28,,,
2453,105.29,,,
2452,105.3,,,
2451,105.3,,,
2450,105.29,,,
2449,105.29,,,
2448,105.3,,,
2447,105.31,,,
2446,105.31,,,
2445,105.31,,,
2444,105.32,,,
2443,105.33,,,
2442,105.35,,,
2441,105.36,,,
2440,105.37,,,
2439,105.36,,,
2438,105.34,,,
2437,105.32,,,
2436,105.32,,,
2435,105.32,,,
2434,105.33,,,
2433,105.34,,,
2432,105.36,,,
2431,105.36,,,
2430,105.35,,,
2429,105.35,,,
2428,105.34,,,
2427,105.33,,,
2426,105.33,,,
2425,105.34,,,
2424,105.34,,,
2423,105.35,,,
2422,105.35,,,
2421,105.35,,,
2420,105.34,,,
2419,105.34,,,
2418,105.33,,,
2417,105.33,,,
2416,105.34,,,
2415,105.34,,,
2414,105.34,,,
2413,105.33,,,
2412,105.32,,,
2411,105.33,,,
2410,105.34,,,
2409,105.36,,,
2408,105.37,,,
2407,105.38,,,
2406,105.38,,,
2405,105.38,,,
2404,105.39,,,
2403,105.41,,,
2402,105.43,,,
2401,105.43,,,
2400,105.42,,,
2399,105.4,,,
2398,105.39,,,
2397,105.39,,,
2396,105.4,,,
2395,105.41,,,
2394,105.42,,,
2393,105.42,,,
2392,105.42,,,
2391,105.42,,,
2390,105.43,,,
2389,105.44,,,
2388,105.45,,,
2387,105.46,,,
2386,105.47,,,
2385,105.48,,,
2384,105.49,,,
2383,105.49,,,
2382,105.49,,,
2381,105.49,,,
2380,105.51,,,
2379,105.54,,,
2378,105.55,,,
2377,105.55,,,
2376,105.53,,,
2375,105.5,,,
2374,105.49,,,
2373,105.49,,,
2372,105.51,,,
2371,105.55,,,
2370,105.58,,,
2369,105.58,,,
2368,105.56,,,
2367,105.54,,,
2366,105.53,,,
2365,105.53,,,
2364,105.54,,,
2363,105.55,,,
2362,105.56,,,
2361,105.57,,,
2360,105.58,,,
2359,105.59,,,
2358,105.61,,,
2357,105.64,,,
2356,105.65,,,
2355,105.64,,,
2354,105.62,,,
2353,105.6,,,
2352,105.6,,,
2351,105.61,,,
2350,105.61,,,
2349,105.61,,,
2348,105.62,,,
2347,105.62,,,
2346,105.62,,,
2345,105.63,,,
2344,105.63,,,
2343,105.63,,,
2342,105.63,,,
2341,105.65,,,
2340,105.66,,,
2339,105.66,,,
2338,105.66,,,
2337,105.65,,,
2336,105.65,,,
2335,105.64,,,
2334,105.64,,,
2333,105.64,,,
2332,105.65,,,
2331,105.66,,,
2330,105.65,,,
2329,105.64,,,
2328,105.64,,,
2327,105.65,,,
2326,105.67,,,
2325,105.68,,,
2324,105.67,,,
2323,105.67,,,
2322,105.67,,,
2321,105.66,,,
2320,105.66,,,
2319,105.65,,,
2318,105.66,,,
2317,105.67,,,
2316,105.68,,,
2315,105.68,,,
2314,105.69,,,
2313,105.7,,,
2312,105.71,,,
2311,105.71,,,
2310,105.7,,,
2309,105.69,,,
2308,105.69,,,
2307,105.69,,,
2306,105.69,,,
2305,105.68,,,
2304,105.68,,,
2303,105.68,,,
2302,105.7,,,
2301,105.71,,,
2300,105.72,,,
2299,105.72,,,
2298,105.72,,,
2297,105.71,,,
2296,105.71,,,
2295,105.71,,,
2294,105.71,,,
2293,105.72,,,
2292,105.74,,,
2291,105.75,,,
2290,105.75,,,
2289,105.74,,,
2288,105.74,,,
2287,105.75,,,
2286,105.77,,,
2285,105.78,,,
2284,105.77,,,
2283,105.76,,,
2282,105.76,,,
2281,105.77,,,
2280,105.77,,,
2279,105.78,,,
2278,105.79,,,
2277,105.8,,,
2276,105.79,,,
2275,105.78,,,
2274,105.77,,,
2273,105.76,,,
2272,105.75,,,
2271,105.75,,,
2270,105.76,,,
2269,105.77,,,
2268,105.79,,,
2267,105.81,,,
2266,105.82,,,
2265,105.83,,,
2264,105.83,,,
2263,105.83,,,
2262,105.83,,,
2261,105.83,,,
2260,105.83,,,
2259,105.83,,,
2258,105.83,,,
2257,105.83,,,
2256,105.83,,,
2255,105.83,,,
2254,105.85,,,
2253,105.87,,,
2252,105.88,,,
2251,105.89,,,
2250,105.89,,,
2249,105.89,,,
2248,105.89,,,
2247,105.89,,,
2246,105.87,,,
2245,105.86,,,
2244,105.86,,,
2243,105.88,,,
2242,105.89,,,
2241,105.9,,,
2240,105.9,,,
2239,105.89,,,
2238,105.88,,,
2237,105.86,,,
2236,105.84,,,
2235,105.83,,,
2234,105.83,,,
2233,105.84,,,
2232,105.84,,,
2231,105.85,,,
2230,105.86,,,
2229,105.87,,,
2228,105.89,,,
2227,105.9,,,
2226,105.9,,,
2225,105.9,,,
2224,105.9,,,
2223,105.89,,,
2222,105.88,,,
2221,105.87,,,
2220,105.86,,,
2219,105.86,,,
2218,105.86,,,
2217,105.87,,,
2216,105.89,,,
2215,105.9,,,
2214,105.91,,,
2213,105.91,,,
2212,105.9,,,
2211,105.9,,,
2210,105.9,,,
2209,105.89,,,
2208,105.88,,,
2207,105.86,,,
2206,105.85,,,
2205,105.85,,,
2204,105.86,,,
2203,105.88,,,
2202,105.91,,,
2201,105.92,,,
2200,105.93,,,
2199,105.93,,,
2198,105.93,,,
2197,105.93,,,
2196,105.93,,,
2195,105.94,,,
2194,105.94,,,
2193,105.93,,,
2192,105.92,,,
2191,105.91,,,
2190,105.91,,,
2189,105.9,,,
2188,105.9,,,
2187,105.9,,,
2186,105.9,,,
2185,105.92,,,
2184,105.93,,,
2183,105.94,,,
2182,105.93,,,
2181,105.92,,,
2180,105.92,,,
2179,105.92,,,
2178,105.93,,,
2177,105.93,,,
2176,105.94,,,
2175,105.95,,,
2174,105.96,,,
2173,105.97,,,
2172,105.98,,,
2171,105.99,,,
2170,106,,,
2169,106.01,,,
2168,106.01,,,
2167,106.01,,,
2166,105.99,,,
2165,105.97,,,
2164,105.96,,,
2163,105.97,,,
2162,105.99,,,
2161,106.01,,,
2160,106.02,,,
2159,106.01,,,
2158,105.99,,,
2157,105.97,,,
2156,105.96,,,
2155,105.96,,,
2154,105.96,,,
2153,105.98,,,
2152,105.99,,,
2151,105.99,,,
2150,106,,,
2149,106,,,
2148,106.01,,,
2147,106.01,,,
2146,106.02,,,
2145,106.02,,,
2144,106.02,,,
2143,106.01,,,
2142,106.01,,,
2141,106.01,,,
2140,106,,,
2139,105.99,,,
2138,105.97,,,
2137,105.94,,,
2136,105.93,,,
2135,105.93,,,
2134,105.94,,,
2133,105.96,,,
2132,105.97,,,
2131,105.97,,,
2130,105.96,,,
2129,105.95,,,
2128,105.94,,,
2127,105.94,,,
2126,105.95,,,
2125,105.97,,,
2124,105.99,,,
2123,106,,,
2122,106,,,
2121,106,,,
2120,105.99,,,
2119,105.98,,,
2118,105.97,,,
2117,105.97,,,
2116,105.97,,,
2115,105.98,,,
2114,105.98,,,
2113,105.97,,,
2112,105.96,,,
2111,105.95,,,
2110,105.95,,,
2109,105.96,,,
2108,105.99,,,
2107,106.03,,,
2106,106.05,,,
2105,106.05,,,
2104,106.04,,,
2103,106.03,,,
2102,106.03,,,
2101,106.03,,,
2100,106.03,,,
2099,106.04,,,
2098,106.05,,,
2097,106.06,,,
2096,106.06,,,
2095,106.05,,,
2094,106.04,,,
2093,106.03,,,
2092,106.03,,,
2091,106.03,,,
2090,106.03,,,
2089,106.03,,,
2088,106.03,,,
2087,106.04,,,
2086,106.05,,,
2085,106.06,,,
2084,106.07,,,
2083,106.06,,,
2082,106.04,,,
2081,106.03,,,
2080,106.02,,,
2079,106.03,,,
2078,106.04,,,
2077,106.06,,,
2076,106.08,,,
2075,106.09,,,
2074,106.08,,,
2073,106.06,,,
2072,106.04,,,
2071,106.03,,,
2070,106.02,,,
2069,106.03,,,
2068,106.03,,,
2067,106.02,,,
2066,106.02,,,
2065,106.03,,,
2064,106.04,,,
2063,106.05,,,
2062,106.05,,,
2061,106.04,,,
2060,106.04,,,
2059,106.03,,,
2058,106.03,,,
2057,106.03,,,
2056,106.03,,,
2055,106.04,,,
2054,106.06,,,
2053,106.08,,,
2052,106.08,,,
2051,106.07,,,
2050,106.06,,,
2049,106.06,,,
2048,106.07,,,
2047,106.08,,,
2046,106.09,,,
2045,106.08,,,
2044,106.05,,,
2043,106.03,,,
2042,106.03,,,
2041,106.03,,,
2040,106.05,,,
2039,106.06,,,
2038,106.07,,,
2037,106.08,,,
2036,106.07,,,
2035,106.07,,,
2034,106.06,,,
2033,106.05,,,
2032,106.06,,,
2031,106.07,,,
2030,106.08,,,
2029,106.1,,,
2028,106.12,,,
2027,106.13,,,
2026,106.15,,,
2025,106.16,,,
2024,106.17,,,
2023,106.17,,,
2022,106.17,,,
2021,106.17,,,
2020,106.15,,,
2019,106.13,,,
2018,106.11,,,
2017,106.1,,,
2016,106.1,,,
2015,106.11,,,
2014,106.13,,,
2013,106.14,,,
2012,106.14,,,
2011,106.13,,,
2010,106.11,,,
2009,106.11,,,
2008,106.13,,,
2007,106.14,,,
2006,106.14,,,
2005,106.14,,,
2004,106.13,,,
2003,106.14,,,
2002,106.15,,,
2001,106.16,,,
2000,106.17,,,
1999,106.17,,,
1998,106.17,,,
1997,106.17,,,
1996,106.18,,,
1995,106.2,,,
1994,106.22,,,
1993,106.24,,,
1992,106.25,,,
1991,106.24,,,
1990,106.22,,,
1989,106.2,,,
1988,106.19,,,
1987,106.2,,,
1986,106.22,,,
1985,106.24,,,
1984,106.24,,,
1983,106.25,,,
1982,106.25,,,
1981,106.26,,,
1980,106.28,,,
1979,106.3,,,
1978,106.3,,,
1977,106.28,,,
1976,106.26,,,
1975,106.25,,,
1974,106.26,,,
1973,106.28,,,
1972,106.29,,,
1971,106.31,,,
1970,106.31,,,
1969,106.29,,,
1968,106.27,,,
1967,106.25,,,
1966,106.25,,,
1965,106.26,,,
1964,106.27,,,
1963,106.28,,,
1962,106.28,,,
1961,106.28,,,
1960,106.29,,,
1959,106.3,,,
1958,106.3,,,
1957,106.31,,,
1956,106.3,,,
1955,106.3,,,
1954,106.31,,,
1953,106.31,,,
1952,106.32,,,
1951,106.32,,,
1950,106.32,,,
1949,106.32,,,
1948,106.32,,,
1947,106.32,,,
1946,106.33,,,
1945,106.34,,,
1944,106.34,,,
1943,106.34,,,
1942,106.34,,,
1941,106.33,,,
1940,106.33,,,
1939,106.33,,,
1938,106.33,,,
1937,106.33,,,
1936,106.33,,,
1935,106.32,,,
1934,106.32,,,
1933,106.32,,,
1932,106.33,,,
1931,106.33,,,
1930,106.33,,,
1929,106.32,,,
1928,106.32,,,
1927,106.33,,,
1926,106.35,,,
1925,106.36,,,
1924,106.37,,,
1923,106.36,,,
1922,106.36,,,
1921,106.37,,,
1920,106.37,,,
1919,106.37,,,
1918,106.37,,,
1917,106.36,,,
1916,106.37,,,
1915,106.38,,,
1914,106.4,,,
1913,106.43,,,
1912,106.44,,,
1911,106.43,,,
1910,106.42,,,
1909,106.41,,,
1908,106.41,,,
1907,106.4,,,
1906,106.4,,,
1905,106.4,,,
1904,106.42,,,
1903,106.42,,,
1902,106.43,,,
1901,106.42,,,
1900,106.42,,,
1899,106.42,,,
1898,106.43,,,
1897,106.44,,,
1896,106.44,,,
1895,106.44,,,
1894,106.45,,,
1893,106.46,,,
1892,106.47,,,
1891,106.47,,,
1890,106.45,,,
1889,106.44,,,
1888,106.44,,,
1887,106.45,,,
1886,106.45,,,
1885,106.46,,,
1884,106.47,,,
1883,106.47,,,
1882,106.48,,,
1881,106.49,,,
1880,106.48,,,
1879,106.47,,,
1878,106.46,,,
1877,106.44,,,
1876,106.43,,,
1875,106.43,,,
1874,106.45,,,
1873,106.46,,,
1872,106.47,,,
1871,106.46,,,
1870,106.45,,,
1869,106.44,,,
1868,106.45,,,
1867,106.47,,,
1866,106.49,,,
1865,106.5,,,
1864,106.5,,,
1863,106.48,,,
1862,106.46,,,
1861,106.45,,,
1860,106.45,,,
1859,106.46,,,
1858,106.47,,,
1857,106.47,,,
1856,106.48,,,
1855,106.49,,,
1854,106.49,,,
1853,106.5,,,
1852,106.5,,,
1851,106.49,,,
1850,106.48,,,
1849,106.47,,,
1848,106.47,,,
1847,106.49,,,
1846,106.51,,,
1845,106.52,,,
1844,106.52,,,
1843,106.51,,,
1842,106.52,,,
1841,106.53,,,
1840,106.54,,,
1839,106.55,,,
1838,106.54,,,
1837,106.54,,,
1836,106.53,,,
1835,106.53,,,
1834,106.53,,,
1833,106.53,,,
1832,106.53,,,
1831,106.53,,,
1830,106.52,,,
1829,106.52,,,
1828,106.53,,,
1827,106.54,,,
1826,106.55,,,
1825,106.55,,,
1824,106.55,,,
1823,106.55,,,
1822,106.55,,,
1821,106.54,,,
1820,106.53,,,
1819,106.54,,,
1818,106.56,,,
1817,106.59,,,
1816,106.6,,,
1815,106.6,,,
1814,106.59,,,
1813,106.59,,,
1812,106.58,,,
1811,106.55,,,
1810,106.53,,,
1809,106.52,,,
1808,106.53,,,
1807,106.55,,,
1806,106.55,,,
1805,106.56,,,
1804,106.56,,,
1803,106.55,,,
1802,106.56,,,
1801,106.56,,,
1800,106.57,,,
1799,106.57,,,
1798,106.57,,,
1797,106.57,,,
1796,106.58,,,
1795,106.58,,,
1794,106.56,,,
1793,106.53,,,
1792,106.5,,,
1791,106.49,,,
1790,106.5,,,
1789,106.52,,,
1788,106.53,,,
1787,106.52,,,
1786,106.52,,,
1785,106.52,,,
1784,106.52,,,
1783,106.53,,,
1782,106.53,,,
1781,106.53,,,
1780,106.52,,,
1779,106.52,,,
1778,106.51,,,
1777,106.5,,,
1776,106.5,,,
1775,106.49,,,
1774,106.49,,,
1773,106.49,,,
1772,106.47,,,
1771,106.45,,,
1770,106.44,,,
1769,106.42,,,
1768,106.42,,,
1767,106.42,,,
1766,106.44,,,
1765,106.46,,,
1764,106.46,,,
1763,106.45,,,
1762,106.44,,,
1761,106.42,,,
1760,106.41,,,
1759,106.4,,,
1758,106.38,,,
1757,106.38,,,
1756,106.38,,,
1755,106.4,,,
1754,106.41,,,
1753,106.4,,,
1752,106.37,,,
1751,106.35,,,
1750,106.35,,,
1749,106.37,,,
1748,106.38,,,
1747,106.38,,,
1746,106.36,,,
1745,106.35,,,
1744,106.34,,,
1743,106.34,,,
1742,106.34,,,
1741,106.35,,,
1740,106.36,,,
1739,106.37,,,
1738,106.36,,,
1737,106.36,,,
1736,106.35,,,
1735,106.34,,,
1734,106.32,,,
1733,106.32,,,
1732,106.32,,,
1731,106.32,,,
1730,106.33,,,
1729,106.35,,,
1728,106.38,,,
1727,106.4,,,
1726,106.41,,,
1725,106.4,,,
1724,106.38,,,
1723,106.35,,,
1722,106.33,,,
1721,106.32,,,
1720,106.31,,,
1719,106.29,,,
1718,106.26,,,
1717,106.27,,,
1716,106.31,,,
1715,106.33,,,
1714,106.33,,,
1713,106.33,,,
1712,106.33,,,
1711,106.33,,,
1710,106.32,,,
1709,106.29,,,
1708,106.25,,,
1707,106.21,,,
1706,106.17,,,
1705,106.15,,,
1704,106.14,,,
1703,106.14,,,
1702,106.13,,,
1701,106.09,,,
1700,106.04,,,
1699,106,,,
1698,105.99,,,
1697,106.01,,,
1696,106.02,,,
1695,106,,,
1694,105.97,,,
1693,105.95,,,
1692,105.93,,,
1691,105.9,,,
1690,105.86,,,
1689,105.84,,,
1688,105.83,,,
1687,105.83,,,
1686,105.8,,,
1685,105.72,,,
1684,105.64,,,
1683,105.58,,,
1682,105.56,,,
1681,105.55,,,
1680,105.52,,,
1679,105.5,,,
1678,105.48,,,
1677,105.46,,,
1676,105.42,,,
1675,105.37,,,
1674,105.35,,,
1673,105.34,,,
1672,105.35,,,
1671,105.33,,,
1670,105.29,,,
1669,105.23,,,
1668,105.19,,,
1667,105.18,,,
1666,105.18,,,
1665,105.18,,,
1664,105.16,,,
1663,105.12,,,
1662,105.06,,,
1661,105.01,,,
1660,104.97,,,
1659,104.94,,,
1658,104.92,,,
1657,104.91,,,
1656,104.91,,,
1655,104.93,,,
1654,104.93,,,
1653,104.87,,,
1652,104.78,,,
1651,104.71,,,
1650,104.68,,,
1649,104.67,,,
1648,104.65,,,
1647,104.64,,,
1646,104.63,,,
1645,104.64,,,
1644,104.65,,,
1643,104.66,,,
1642,104.67,,,
1641,104.67,,,
1640,104.67,,,
1639,104.67,,,
1638,104.66,,,
1637,104.64,,,
1636,104.62,,,
1635,104.61,,,
1634,104.61,,,
1633,104.6,,,
1632,104.6,,,
1631,104.6,,,
1630,104.6,,,
1629,104.6,,,
1628,104.61,,,
1627,104.62,,,
1626,104.65,,,
1625,104.67,,,
1624,104.68,,,
1623,104.69,,,
1622,104.7,,,
1621,104.73,,,
1620,104.76,,,
1619,104.8,,,
1618,104.83,,,
1617,104.85,,,
1616,104.87,,,
1615,104.9,,,
1614,104.94,,,
1613,104.98,,,
1612,105.01,,,
1611,105.03,,,
1610,105.04,,,
1609,105.05,,,
1608,105.06,,,
1607,105.08,,,
1606,105.11,,,
1605,105.13,,,
1604,105.15,,,
1603,105.18,,,
1602,105.22,,,
1601,105.26,,,
1600,105.29,,,
1599,105.31,,,
1598,105.31,,,
1597,105.33,,,
1596,105.37,,,
1595,105.43,,,
1594,105.49,,,
1593,105.53,,,
1592,105.55,,,
1591,105.57,,,
1590,105.59,,,
1589,105.61,,,
1588,105.64,,,
1587,105.67,,,
1586,105.71,,,
1585,105.74,,,
1584,105.78,,,
1583,105.81,,,
1582,105.85,,,
1581,105.9,,,
1580,105.94,,,
1579,105.99,,,
1578,106.04,,,
1577,106.07,,,
1576,106.09,,,
1575,106.09,,,
1574,106.11,,,
1573,106.14,,,
1572,106.18,,,
1571,106.21,,,
1570,106.23,,,
1569,106.23,,,
1568,106.24,,,
1567,106.28,,,
1566,106.33,,,
1565,106.37,,,
1564,106.4,,,
1563,106.43,,,
1562,106.46,,,
1561,106.48,,,
1560,106.48,,,
1559,106.49,,,
1558,106.52,,,
1557,106.57,,,
1556,106.63,,,
1555,106.68,,,
1554,106.7,,,
1553,106.7,,,
1552,106.69,,,
1551,106.7,,,
1550,106.72,,,
1549,106.73,,,
1548,106.75,,,
1547,106.77,,,
1546,106.77,,,
1545,106.77,,,
1544,106.78,,,
1543,106.81,,,
1542,106.85,,,
1541,106.89,,,
1540,106.9,,,
1539,106.91,,,
1538,106.92,,,
1537,106.93,,,
1536,106.94,,,
1535,106.94,,,
1534,106.94,,,
1533,106.95,,,
1532,106.96,,,
1531,106.96,,,
1530,106.95,,,
1529,106.95,,,
1528,106.96,,,
1527,106.96,,,
1526,106.96,,,
1525,106.97,,,
1524,106.99,,,
1523,107.03,,,
1522,107.05,,,
1521,107.05,,,
1520,107.06,,,
1519,107.06,,,
1518,107.06,,,
1517,107.06,,,
1516,107.04,,,
1515,107.03,,,
1514,107.03,,,
1513,107.03,,,
1512,107.03,,,
1511,107.03,,,
1510,107.05,,,
1509,107.06,,,
1508,107.07,,,
1507,107.07,,,
1506,107.07,,,
1505,107.1,,,
1504,107.14,,,
1503,107.16,,,
1502,107.16,,,
1501,107.16,,,
1500,107.16,,,
1499,107.17,,,
1498,107.16,,,
1497,107.15,,,
1496,107.15,,,
1495,107.17,,,
1494,107.18,,,
1493,107.19,,,
1492,107.19,,,
1491,107.18,,,
1490,107.16,,,
1489,107.16,,,
1488,107.18,,,
1487,107.19,,,
1486,107.19,,,
1485,107.19,,,
1484,107.21,,,
1483,107.25,,,
1482,107.26,,,
1481,107.25,,,
1480,107.21,,,
1479,107.18,,,
1478,107.18,,,
1477,107.2,,,
1476,107.22,,,
1475,107.22,,,
1474,107.21,,,
1473,107.21,,,
1472,107.24,,,
1471,107.27,,,
1470,107.28,,,
1469,107.29,,,
1468,107.31,,,
1467,107.33,,,
1466,107.35,,,
1465,107.34,,,
1464,107.32,,,
1463,107.31,,,
1462,107.31,,,
1461,107.3,,,
1460,107.29,,,
1459,107.28,,,
1458,107.29,,,
1457,107.3,,,
1456,107.31,,,
1455,107.31,,,
1454,107.31,,,
1453,107.32,,,
1452,107.31,,,
1451,107.3,,,
1450,107.29,,,
1449,107.29,,,
1448,107.31,,,
1447,107.34,,,
1446,107.38,,,
1445,107.41,,,
1444,107.41,,,
1443,107.4,,,
1442,107.39,,,
1441,107.38,,,
1440,107.38,,,
1439,107.4,,,
1438,107.41,,,
1437,107.42,,,
1436,107.41,,,
1435,107.4,,,
1434,107.39,,,
1433,107.4,,,
1432,107.42,,,
1431,107.44,,,
1430,107.44,,,
1429,107.43,,,
1428,107.43,,,
1427,107.45,,,
1426,107.47,,,
1425,107.49,,,
1424,107.51,,,
1423,107.52,,,
1422,107.51,,,
1421,107.49,,,
1420,107.47,,,
1419,107.48,,,
1418,107.5,,,
1417,107.54,,,
1416,107.57,,,
1415,107.6,,,
1414,107.61,,,
1413,107.62,,,
1412,107.64,,,
1411,107.65,,,
1410,107.66,,,
1409,107.66,,,
1408,107.68,,,
1407,107.71,,,
1406,107.73,,,
1405,107.74,,,
1404,107.73,,,
1403,107.72,,,
1402,107.72,,,
1401,107.74,,,
1400,107.77,,,
1399,107.8,,,
1398,107.81,,,
1397,107.82,,,
1396,107.84,,,
1395,107.86,,,
1394,107.87,,,
1393,107.87,,,
1392,107.87,,,
1391,107.86,,,
1390,107.87,,,
1389,107.87,,,
1388,107.87,,,
1387,107.87,,,
1386,107.87,,,
1385,107.88,,,
1384,107.87,,,
1383,107.87,,,
1382,107.86,,,
1381,107.87,,,
1380,107.88,,,
1379,107.88,,,
1378,107.87,,,
1377,107.87,,,
1376,107.88,,,
1375,107.9,,,
1374,107.92,,,
1373,107.94,,,
1372,107.95,,,
1371,107.97,,,
1370,107.98,,,
1369,107.98,,,
1368,107.97,,,
1367,107.97,,,
1366,107.97,,,
1365,107.98,,,
1364,107.98,,,
1363,107.97,,,
1362,107.97,,,
1361,107.97,,,
1360,107.99,,,
1359,108.01,,,
1358,108.03,,,
1357,108.03,,,
1356,108.02,,,
1355,108.02,,,
1354,108.01,,,
1353,108.01,,,
1352,108.01,,,
1351,108.01,,,
1350,108,,,
1349,108,,,
1348,108.01,,,
1347,108.02,,,
1346,108.03,,,
1345,108.03,,,
1344,108.02,,,
1343,108.03,,,
1342,108.04,,,
1341,108.05,,,
1340,108.05,,,
1339,108.04,,,
1338,108.02,,,
1337,108.01,,,
1336,108.01,,,
1335,108.03,,,
1334,108.07,,,
1333,108.11,,,
1332,108.14,,,
1331,108.15,,,
1330,108.14,,,
1329,108.13,,,
1328,108.12,,,
1327,108.11,,,
1326,108.1,,,
1325,108.1,,,
1324,108.09,,,
1323,108.09,,,
1322,108.1,,,
1321,108.11,,,
1320,108.13,,,
1319,108.14,,,
1318,108.13,,,
1317,108.14,,,
1316,108.15,,,
1315,108.17,,,
1314,108.17,,,
1313,108.16,,,
1312,108.15,,,
1311,108.16,,,
1310,108.18,,,
1309,108.19,,,
1308,108.19,,,
1307,108.18,,,
1306,108.18,,,
1305,108.17,,,
1304,108.16,,,
1303,108.17,,,
1302,108.18,,,
1301,108.21,,,
1300,108.23,,,
1299,108.23,,,
1298,108.22,,,
1297,108.2,,,
1296,108.19,,,
1295,108.19,,,
1294,108.17,,,
1293,108.16,,,
1292,108.14,,,
1291,108.14,,,
1290,108.13,,,
1289,108.11,,,
1288,108.06,,,
1287,107.98,,,
1286,107.88,,,
1285,107.77,,,
1284,107.65,,,
1283,107.5,,,
1282,107.31,,,
1281,107.11,,,
1280,106.89,,,
1279,106.69,,,
1278,106.52,,,
1277,106.39,,,
1276,106.33,,,
1275,106.37,,,
1274,106.53,,,
1273,106.8,,,
1272,107.1,,,
1271,107.32,,,
1270,107.35,,,
1269,107.22,,,
1268,107.07,,,
1267,107,,,
1266,107.01,,,
1265,107,,,
1264,106.92,,,
1263,106.77,,,
1262,106.63,,,
1261,106.54,,,
1260,106.52,,,
1259,106.56,,,
1258,106.65,,,
1257,106.75,,,
1256,106.87,,,
1255,107,,,
1254,107.13,,,
1253,107.26,,,
1252,107.36,,,
1251,107.43,,,
1250,107.48,,,
1249,107.51,,,
1248,107.54,,,
1247,107.55,,,
1246,107.55,,,
1245,107.52,,,
1244,107.48,,,
1243,107.43,,,
1242,107.39,,,
1241,107.36,,,
1240,107.33,,,
1239,107.29,,,
1238,107.24,,,
1237,107.18,,,
1236,107.13,,,
1235,107.08,,,
1234,107.02,,,
1233,106.95,,,
1232,106.86,,,
1231,106.78,,,
1230,106.71,,,
1229,106.63,,,
1228,106.53,,,
1227,106.41,,,
1226,106.29,,,
1225,106.2,,,
